Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL5565216,,None,421.95,0,2.7,17,CC(C)c1nn(CC(=O)N[C@@H]2CCCN(C)C2)c(=O)c2cc3sc(Cl)cc3n12,IC50,'=',84,nM,7.08,,,UO_0000065,16.77,0.35,4.38,9.88,0,CHEMBL5539793,Inhibition of NLRP3 in PMA-differentiated human THP-1 cells assessed as reduction in IL-1beta release preincubated with compound for 1 hrs followed by nigericin addition and measured after 3 hrs by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5537164,1,Scientific Literature,J Med Chem,2024,None,TIME = 4.0 hr,INHIBITOR,,0.084
CHEMBL5573324,,None,437.95,0,1.8,19; NP3-562,CN1CCC[C@@H](NC(=O)Cn2nc(C(C)(C)O)n3c(cc4sc(Cl)cc43)c2=O)C1,IC50,'=',260,nM,6.58,,,UO_0000065,15.04,0.31,4.79,7.17,0,CHEMBL5539803,Binding affinity to recombinant NLRP3 NACHT domain (unknown origin) expressed in Sf9 insect cells incubated for 60 mins by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5537164,1,Scientific Literature,J Med Chem,2024,None,TIME = 1.0 hr,INHIBITOR,,0.26
CHEMBL5569378,,None,373.45,0,2.45,59,C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](NC(=O)/C=C/C(=O)OCC)C(=C)[C@@H]3C[C@H]12,IC50,'=',1550,nM,5.81,,,UO_0000065,15.56,0.29,3.36,7.11,0,CHEMBL5549264,Inhibition of NLRP3 inflammasome activation in LPS-activated human THP-1 cells assessed as inhibition of nigericin induced IL-1beta secretion preincubated with LPS for 3 hrs followed by compound addition for 40 mins and further stimulated with nigericin for 40 mins by ELISA method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5543172,1,Scientific Literature,J Med Chem,2024,None,TIME = 1.333 hr,INHIBITOR,,1.55
CHEMBL4781244,,None,248.32,0,2.76,2; PTL,C=C1C(=O)O[C@@H]2[C@H]3O[C@@]3(C)CC/C=C(\C)CC[C@@H]12,IC50,'=',1800,nM,5.75,,,UO_0000065,23.13,0.44,2.98,14.79,0,CHEMBL4727731,Inhibition of NLRP3 inflammasome in human primary glial cells assessed as reduction in LPS-induced IL-1beta release,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Primary neuron,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL4725325,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,INHIBITOR,,1.8
CHEMBL1164920,ORIDONIN,-1.0,364.44,0,0.38,Oridonin,C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@@]12CO[C@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O,IC50,'=',5180,nM,5.29,,,UO_0000065,14.5,0.28,4.91,4.93,0,CHEMBL5533321,Inhibition of NLRP3 in LPS/ATP induced human THP1 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5532640,1,Scientific Literature,Eur J Med Chem,2023,None,,INHIBITOR,,5.18
CHEMBL4649372,,None,451.49,1,5.24,11,O=C(O)c1ccc(/C=C2\SC(=S)N(CCCc3cccc(C(F)(F)F)c3)C2=O)cc1,IC50,'=',4320,nM,5.37,,,UO_0000065,11.88,0.24,0.12,9.31,0,CHEMBL4628081,Inhibition of NLRP3 inflammasome (unknown origin) activation in LPS-primed bone marrow derived macrophage cells assessed as effect on IL-1beta production in presence of nigericin by ELISA,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL4627283,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,,,4.32
CHEMBL4647571,,None,461.49,0,4.33,13,O=C1/C(=C/c2ccc(-c3nnn[nH]3)cc2)SC(=S)N1CCc1cccc(C(F)(F)F)c1,IC50,'=',6500,nM,5.19,,,UO_0000065,11.24,0.23,0.86,6.94,0,CHEMBL4628081,Inhibition of NLRP3 inflammasome (unknown origin) activation in LPS-primed bone marrow derived macrophage cells assessed as effect on IL-1beta production in presence of nigericin by ELISA,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL4627283,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,,,6.5
CHEMBL4641361,,None,475.52,0,4.72,14,O=C1/C(=C/c2ccc(-c3nnn[nH]3)cc2)SC(=S)N1CCCc1cccc(C(F)(F)F)c1,IC50,'=',4850,nM,5.31,,,UO_0000065,11.18,0.23,0.59,7.11,0,CHEMBL4628081,Inhibition of NLRP3 inflammasome (unknown origin) activation in LPS-primed bone marrow derived macrophage cells assessed as effect on IL-1beta production in presence of nigericin by ELISA,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL4627283,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,,,4.85
CHEMBL4639758,,None,373.43,0,3.93,19,O=C(O)c1ccc(/C=C2\SC(=S)N(Cc3cccc(F)c3)C2=O)cc1,IC50,'=',3520,nM,5.45,,,UO_0000065,14.6,0.3,1.52,9.47,0,CHEMBL4628081,Inhibition of NLRP3 inflammasome (unknown origin) activation in LPS-primed bone marrow derived macrophage cells assessed as effect on IL-1beta production in presence of nigericin by ELISA,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL4627283,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,,,3.52
CHEMBL5569071,,None,352.86,0,3.78,17,C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)CCCCl)C(=C)[C@@H]3C[C@H]12,IC50,'=',1830,nM,5.74,,,UO_0000065,16.26,0.33,1.96,10.91,0,CHEMBL5549264,Inhibition of NLRP3 inflammasome activation in LPS-activated human THP-1 cells assessed as inhibition of nigericin induced IL-1beta secretion preincubated with LPS for 3 hrs followed by compound addition for 40 mins and further stimulated with nigericin for 40 mins by ELISA method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5543172,1,Scientific Literature,J Med Chem,2024,None,TIME = 1.333 hr,INHIBITOR,,1.83
CHEMBL5567136,,None,387.86,0,4.12,42,C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)c4ccc(Cl)nc4)C(=C)[C@@H]3C[C@H]12,IC50,'=',1780,nM,5.75,,,UO_0000065,14.82,0.29,1.63,8.78,0,CHEMBL5549264,Inhibition of NLRP3 inflammasome activation in LPS-activated human THP-1 cells assessed as inhibition of nigericin induced IL-1beta secretion preincubated with LPS for 3 hrs followed by compound addition for 40 mins and further stimulated with nigericin for 40 mins by ELISA method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5543172,1,Scientific Literature,J Med Chem,2024,None,TIME = 1.333 hr,INHIBITOR,,1.78
CHEMBL5592364,,None,453.46,1,5.92,4,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cccc(C(F)(F)F)c1,IC50,'=',52,nM,7.28,,,UO_0000065,16.06,0.3,1.36,12.51,0,CHEMBL5580427,Inhibition of NLRP3 activation in PMA-differentiated LPS-stimulated human THP-1 cells assessed as reduction in IL-1beta release preincubated for 30 mins followed by nigericin addition and measured after 60 mins by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5579810,1,Scientific Literature,Bioorg Med Chem Lett,2024,None,TIME = 1.5 hr,INHIBITOR,,52
CHEMBL5314548,USNOFLAST,2.0,403.55,0,3.11,ZYIL-1,CN1CCC[C@]1(C)/C=C/S(=O)(=O)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,IC50,'=',8.8,nM,8.06,,,UO_0000065,19.96,0.39,4.95,10.26,0,CHEMBL5533298,Inhibition of NLRP3 in human THP-1 cells assessed as reduction in LPS/ATP induced IL-1beta production preincubated with LPS for 4 hrs prior to compound addition for 30 mins followed by ATP treatment for 1 hr,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5532640,1,Scientific Literature,Eur J Med Chem,2023,None,TIME = 1.5 hr,INHIBITOR,,8.8
CHEMBL3183703,,None,404.49,0,2.99,MCC950,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,IC50,'=',7.5,nM,8.12,,,UO_0000065,20.09,0.4,5.13,7.48,0,CHEMBL5533302,Inhibition of canonical NLRP3 in human MDMs,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDM,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5532640,1,Scientific Literature,Eur J Med Chem,2023,None,,INHIBITOR,,7.5
CHEMBL5219789,,None,431.52,0,1.35,GDC2394,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,IC50,'=',63,nM,7.2,,,UO_0000065,16.69,0.33,5.85,6.3,0,CHEMBL5533311,Inhibition of NLRP3 in human BMDM cells assessed as reduction in caspase-1 activity,B,BAO_0000219,cell-based format,Homo sapiens,None,None,BMDM,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5532640,1,Scientific Literature,Eur J Med Chem,2023,None,,INHIBITOR,,0.063
CHEMBL1416964,,None,394.46,0,3.11,1,CCc1nn(CC(=O)Nc2cccc(C(C)=O)c2)c(=O)c2cc3sccc3n12,IC50,'=',1130,nM,5.95,,,UO_0000065,15.08,0.29,2.84,6.96,0,CHEMBL5539803,Binding affinity to recombinant NLRP3 NACHT domain (unknown origin) expressed in Sf9 insect cells incubated for 60 mins by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5537164,1,Scientific Literature,J Med Chem,2024,None,TIME = 1.0 hr,INHIBITOR,,1.13
CHEMBL5574322,,None,354.4,0,1.7,6,CCc1nn(CC(=O)Nc2ccncn2)c(=O)c2cc3sccc3n12,IC50,'=',104,nM,6.98,,,UO_0000065,19.7,0.38,5.28,7.41,0,CHEMBL5539793,Inhibition of NLRP3 in PMA-differentiated human THP-1 cells assessed as reduction in IL-1beta release preincubated with compound for 1 hrs followed by nigericin addition and measured after 3 hrs by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5537164,1,Scientific Literature,J Med Chem,2024,None,TIME = 4.0 hr,INHIBITOR,,0.104
CHEMBL5573118,,None,359.46,0,1.14,8,CCc1nn(CC(=O)NC2CCCNC2)c(=O)c2cc3sccc3n12,IC50,'=',1150,nM,5.94,,,UO_0000065,16.52,0.32,4.8,7.38,0,CHEMBL5539793,Inhibition of NLRP3 in PMA-differentiated human THP-1 cells assessed as reduction in IL-1beta release preincubated with compound for 1 hrs followed by nigericin addition and measured after 3 hrs by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5537164,1,Scientific Literature,J Med Chem,2024,None,TIME = 4.0 hr,INHIBITOR,,1.15
CHEMBL5542873,,None,365.42,0,2.62,12,O=C(Cn1nc(C2CC2)n2c(cc3sccc32)c1=O)Nc1cccnc1,IC50,'=',115,nM,6.94,,,UO_0000065,18.99,0.36,4.32,8.54,0,CHEMBL5539793,Inhibition of NLRP3 in PMA-differentiated human THP-1 cells assessed as reduction in IL-1beta release preincubated with compound for 1 hrs followed by nigericin addition and measured after 3 hrs by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5537164,1,Scientific Literature,J Med Chem,2024,None,TIME = 4.0 hr,INHIBITOR,,0.115
CHEMBL5564511,,None,385.42,0,3.01,14,CC(C)c1nn(CC(=O)Nc2cccnc2)c(=O)c2cc3sc(F)cc3n12,IC50,'=',8800,nM,5.06,,,UO_0000065,13.12,0.26,2.05,6.22,0,CHEMBL5539794,Inhibition of NLRP3 in human whole blood assessed as reduction in IL-1beta release preincubated with compound for 60 mins followed by LPS addition for 5 hrs and measured 30 mins after ATP addition by HTRF assay,B,BAO_0000221,tissue-based format,Homo sapiens,None,Blood,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5537164,1,Scientific Literature,J Med Chem,2024,None,TIME = 6.5 hr,INHIBITOR,,8.8
CHEMBL5569597,,None,407.93,0,2.36,16,CC(C)c1nn(CC(=O)N[C@@H]2CCCNC2)c(=O)c2cc3sc(Cl)cc3n12,IC50,'=',1020,nM,5.99,,,UO_0000065,14.69,0.3,3.63,7.45,0,CHEMBL5539794,Inhibition of NLRP3 in human whole blood assessed as reduction in IL-1beta release preincubated with compound for 60 mins followed by LPS addition for 5 hrs and measured 30 mins after ATP addition by HTRF assay,B,BAO_0000221,tissue-based format,Homo sapiens,None,Blood,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5537164,1,Scientific Literature,J Med Chem,2024,None,TIME = 6.5 hr,INHIBITOR,,1.02
CHEMBL5647320,,None,361.23,0,4.19,CSC-19,Cc1cccc(C(=O)Nc2ncn(Cc3ccc(Cl)c(Cl)c3)n2)c1,IC50,'=',23000,nM,4.64,,,UO_0000065,12.84,0.26,0.45,7.76,0,CHEMBL5635551,Inhibition of NLRP3 inflammasome activation in PMA-differentiated human THP-1 cells assessed as reduction in IL-1beta secretion pre-stimulated with PMA for 24 hrs followed by compound addition and measured after 30 mins by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5634101,1,Scientific Literature,Eur J Med Chem,2023,None,TIME = 0.5 hr,INHIBITOR,,23
CHEMBL5208173,,None,283.37,0,3.87,40,CC(C)(C)c1ccc(CC(=O)Nc2cccc(O)c2)cc1,IC50,'=',12420,nM,4.91,,,UO_0000065,17.31,0.32,1.04,9.95,0,CHEMBL5138374,Inhibition of NLRP3 inflammasome activation in LPS/nigericin-stimulated PMA-differentiated human THP-1 macrophages assessed as reduction in pyroptosis pretreated with LPS followed by compound treatment for 30 mins then stimulation with nigericin and measured after 3 hrs by MTT assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5137000,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 3.5 hr,INHIBITOR,,12.42
CHEMBL5192873,,None,422.49,0,3.6,28,N#Cc1ccc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)cc1,IC50,'=',1600,nM,5.8,,,UO_0000065,13.72,0.25,2.2,5.86,0,CHEMBL5149834,Inhibition of NLRP3 inflammasome in LPS-pretreated PBMC (unknown origin) assessed as reduction in IL-1beta release pretreated for 30 mins followed by ATP stimulated and measured after 1 hr by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,PBMC,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5143747,1,Scientific Literature,ACS Med Chem Lett,2022,None,TIME = 1.5 hr,INHIBITOR,,1.6
CHEMBL5175650,,None,411.51,0,4.04,29,Cc1ccccc1Cc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1,IC50,'=',4000,nM,5.4,,,UO_0000065,13.12,0.24,1.36,7.19,0,CHEMBL5149834,Inhibition of NLRP3 inflammasome in LPS-pretreated PBMC (unknown origin) assessed as reduction in IL-1beta release pretreated for 30 mins followed by ATP stimulated and measured after 1 hr by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,PBMC,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5143747,1,Scientific Literature,ACS Med Chem Lett,2022,None,TIME = 1.5 hr,INHIBITOR,,4
CHEMBL5435112,,None,268.66,0,1.17,6,O=C(O)Cn1nc(Cc2ccccc2Cl)oc1=O,IC50,'=',1850,nM,5.73,,,UO_0000065,21.34,0.43,4.56,6.72,0,CHEMBL5336504,Inhibition of NLRP3-dependent pyroptosis in PMA-differentiated human THP-1 cells assessed as inhibition of LPS/ATP-induced cell death pretreated for 4 hrs with LPS followed by incubation with compound for 1 hr and later treated with ATP for 1.5 hrs by LDH assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5335784,1,Scientific Literature,Eur J Med Chem,2023,None,TIME = 2.5 hr,INHIBITOR,,1.85
CHEMBL4756693,,None,389.5,0,3.24,10,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1cncs1,IC50,'=',126,nM,6.9,,,UO_0000065,17.71,0.36,3.66,7.83,0,CHEMBL4671767,Inhibition of NLRP3 in human THP1 cells assessed as inhibition of IL-1beta production,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL4665838,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,INHIBITOR,,126
CHEMBL5431129,,None,432.42,0,3.21,30,Cc1ccc(C(F)(F)F)cc1Nc1nc(C(=O)NS(=O)(=O)N2CCCCC2)co1,IC50,'=',28000,nM,4.55,,,UO_0000065,10.53,0.21,1.34,4.36,0,CHEMBL5358952,Inhibition of NLRP3 in human whole blood assessed as inhibition of IL-1beta production pretreated with LPS for 3 hrs followed by incubation with compound for 0.5 hrs and later incubated with ATP for 1.5 hrs by AlphaLISA assay,B,BAO_0000221,tissue-based format,Homo sapiens,None,Blood,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5356996,1,Scientific Literature,ACS Med Chem Lett,2023,None,TIME = 2.0 hr,INHIBITOR,,28
CHEMBL5219789,,None,431.52,0,1.35,20; GDC-2394,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,IC50,'=',16,nM,7.8,,,UO_0000065,18.07,0.35,6.45,6.82,0,CHEMBL5217839,Inhibition of NLRP3 inflammasome activation in LPS-stimulated human monocyte-derived macrophage assessed as reduction in ILbeta secretion in presence of ATP,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDM,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5214989,1,Scientific Literature,J Med Chem,2022,None,,INHIBITOR,,0.016
CHEMBL5180066,,None,294.31,0,2.35,58,O=C(Cn1ccc2ccccc2c1=O)Nc1cccc(O)c1,IC50,'=',5035,nM,5.3,,,UO_0000065,18,0.33,2.95,7.43,0,CHEMBL5138374,Inhibition of NLRP3 inflammasome activation in LPS/nigericin-stimulated PMA-differentiated human THP-1 macrophages assessed as reduction in pyroptosis pretreated with LPS followed by compound treatment for 30 mins then stimulation with nigericin and measured after 3 hrs by MTT assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5137000,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 3.5 hr,INHIBITOR,,5.035
CHEMBL5908235,,None,452.54,0,2.82,BDBM585348,COc1cc(-c2ccc3c(c2CC(=O)NS(=O)(=O)c2cnn(C4CC4)c2)CCC3)ccn1,IC50,'=',5000,nM,5.3,,1231421,UO_0000065,11.71,0.23,2.48,5.14,0,CHEMBL5738786,"THP-1 Cells Pyroptosis Assay: 1. Seed THP-1 cells (25,000 cells/well) containing 1.0 ?g/ml LPS in 40 ?l of RPMI medium (without FBS) in 96-well, black walled, clear bottom cell culture plates coated with poly-D-lysine (VWR #734-0317)2. Add 5p compound (8 points half-log dilution, with 100M top dose) or vehicle (DMSO 0.1% FAC) to the appropriate wells3. Incubate for 3 hrs at 37° C., 5% CO24. Add 5 ?l nigericin (Sigma #N7143) (FAC 5 ?M) to all wells5. Incubate for 1 hr at 37° C., 5% CO26. At the end of the incubation period, spin plates at 300×g for 3 mins and remove supernatant7. Then add 50 ?l of resazurin (Sigma #R7017) (FAC 100 ?M resazurin in RPMI medium without FBS) and incubate plates for a further 1-2 hrs at 37° C. and 5% CO28. Plates were read in an Envision reader at Ex 560 nm and Em 590 nm9. IC50 data is fitted to a non-linear regression equation (log inhibitor vs response-variable slope 4-parameters).",B,BAO_0000218,organism-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5729485,37,BindingDB Patent Bioactivity Data,,2022,None,,,,5000
CHEMBL5593615,,None,422.49,0,2.59,11,Cc1nc(N[C@H]2CCCN(CCc3ncco3)C2)nnc1-c1ccc2c(c1O)CCO2,IC50,'=',16,nM,7.8,,,UO_0000065,18.45,0.34,5.21,7.12,0,CHEMBL5582246,Inhibition of NLRP3 in LPS/nigericin induced human THP-1 cells assessed as reduction in pyroptosis pretreated for 3 hrs in presence of LPS followed by nigericin addition and measured after 1 hr by resazurin dye based analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5579873,1,Scientific Literature,ACS Med Chem Lett,2024,None,TIME = 4.0 hr,INHIBITOR,,16
CHEMBL4759516,,None,403.53,0,3.55,8,Cc1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,IC50,'=',76,nM,7.12,,,UO_0000065,17.64,0.36,3.57,8.08,0,CHEMBL4671767,Inhibition of NLRP3 in human THP1 cells assessed as inhibition of IL-1beta production,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL4665838,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,INHIBITOR,,76
CHEMBL4786342,,None,316.4,0,2.74,13,CC(C)OC(=O)CNC(=O)Nc1c2c(cc3c1CCC3)CCC2,IC50,'=',1800,nM,5.75,,,UO_0000065,18.16,0.34,3,8.52,0,CHEMBL4702271,Inhibition of NLRP3 in human PBMC cells assessed as inhibition of LPS and ATP-induced IL-1beta production,B,BAO_0000219,cell-based format,Homo sapiens,None,None,PBMC,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL4699510,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,INHIBITOR,,1.8
CHEMBL5597392,,None,434.54,0,4.22,P33,OCCN1CCC[C@@H](Nc2nnc(-c3ccc4occc4c3O)c3c2C2CCC3CC2)C1,IC50,'=',2.88,nM,8.54,,,UO_0000065,19.65,0.36,4.32,9.02,0,CHEMBL5588237,Inhibition of NLRP3 inflammasome activation in LPS/nigericin stimulated human PBMC assessed as reduction in IL-1beta release pretreated with LPS for 3 hrs followed by compound addition for 40 mins prior to nigericin stimulation for 40 mins by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,PBMC,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5584341,1,Scientific Literature,J Med Chem,2024,None,TIME = 1.333 hr,INHIBITOR,,2.88
CHEMBL5590190,,None,385.47,0,1.74,2,Cc1nc(N[C@H]2CCCN(CC(C)O)C2)nnc1-c1ccc2c(c1O)CCO2,IC50,'=',13,nM,7.89,,,UO_0000065,20.46,0.38,6.15,7.61,0,CHEMBL5582246,Inhibition of NLRP3 in LPS/nigericin induced human THP-1 cells assessed as reduction in pyroptosis pretreated for 3 hrs in presence of LPS followed by nigericin addition and measured after 1 hr by resazurin dye based analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5579873,1,Scientific Literature,ACS Med Chem Lett,2024,None,TIME = 4.0 hr,INHIBITOR,,13
